,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,NY,HEROIN,64.0,2.0,2016,1,0
1,FL,HEROIN,40.0,6.3,2016,1,0
2,WA,HEROIN,0.0,32.0,2016,1,0
3,DC,HEROIN,30.0,10.0,2016,1,1000
4,CA,HEROIN,0.0,0.96,2016,1,0
5,CA,HEROIN,0.0,18.0,2016,1,0
6,FL,HEROIN,0.0,5.1,2016,1,0
7,DC,HEROIN,30.0,1.9,2016,1,1000
8,MI,HEROIN,21.0,9.7,2016,1,850
9,AZ,HEROIN,0.0,170.0,2016,1,0
10,NY,HEROIN,21.0,0.51,2016,1,0
11,NM,HEROIN,0.0,3700.0,2016,1,0
12,WA,HEROIN,0.0,26.0,2016,1,0
13,NM,HEROIN,0.0,1000.0,2016,1,0
14,OH,HEROIN,0.0,1.2,2016,1,0
15,WA,HEROIN,0.0,9.9,2016,1,0
16,VA,HEROIN,11.0,15.0,2016,1,1600
17,AZ,HEROIN,34.0,2.0,2016,1,0
18,WA,HEROIN,0.0,75.0,2016,1,0
19,IL,HEROIN,44.0,1.9,2016,1,500
20,CA,HEROIN,0.0,51.0,2016,1,0
21,LA,HEROIN,30.0,4.2,2016,1,700
22,WA,HEROIN,0.0,24.0,2016,1,0
23,OH,HEROIN,8.0,25.0,2016,1,3000
24,NY,HEROIN,0.0,3800.0,2016,1,0
25,NJ,HEROIN,36.0,12.0,2016,1,650
26,FL,HEROIN,0.0,0.12,2016,1,0
27,TX,HEROIN,0.0,3000.0,2016,2,0
28,NC,HEROIN,91.0,2.0,2016,2,0
29,TX,HEROIN,0.0,24.0,2016,2,900
30,CA,HEROIN,0.0,2100.0,2016,2,0
31,WA,HEROIN,0.0,26.0,2016,2,1400
32,CA,HEROIN,55.0,2.0,2016,2,0
33,MO,HEROIN,58.0,12.0,2016,2,930
34,TX,HEROIN,75.0,2.1,2016,2,0
35,CA,HEROIN,5.0,2.0,2016,2,0
36,MO,HEROIN,57.0,24.0,2016,2,1800
37,WA,HEROIN,26.0,2.0,2016,2,0
38,CA,HEROIN,0.0,0.001,2016,2,0
39,CA,HEROIN,37.0,2.0,2016,2,0
40,CO,HEROIN,74.0,50.0,2016,2,2200
41,CA,HEROIN,0.0,600.0,2016,2,0
42,PA,HEROIN,61.0,3.6,2016,2,1200
43,IL,HEROIN,48.0,0.76,2016,2,200
44,NY,HEROIN,29.0,1.0,2016,2,180
45,NM,HEROIN,0.0,960.0,2016,2,0
46,WA,HEROIN,0.0,130.0,2016,2,0
47,CA,HEROIN,0.0,9.1,2016,2,0
48,CA,HEROIN,0.0,25.0,2016,2,0
49,CA,HEROIN,0.0,1.2,2016,2,0
50,NC,HEROIN,0.0,3000.0,2016,2,0
51,MO,HEROIN,59.0,2.0,2016,2,1800
52,CA,HEROIN,0.0,0.001,2016,2,0
