,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
84,WV,HEROIN,40.0,0.38,2013,1,200
85,NY,HEROIN,23.0,1.3,2013,1,0
86,OR,HEROIN,0.0,2.3,2013,1,0
87,FL,HEROIN,50.0,0.71,2013,1,0
88,MO,HEROIN,43.0,0.27,2013,1,130
89,NM,HEROIN,0.0,850.0,2013,1,0
90,NC,HEROIN,27.0,4.8,2013,1,500
91,MI,HEROIN,46.0,42.0,2013,1,0
92,WV,HEROIN,79.0,0.53,2013,1,300
93,MD,HEROIN,0.0,0.001,2013,1,0
94,CO,HEROIN,0.0,1.1,2013,1,0
95,WI,HEROIN,77.0,5.9,2013,1,650
96,TX,HEROIN,14.0,1.4,2013,1,60
97,TX,HEROIN,20.0,7.0,2013,1,60
98,WA,HEROIN,3.0,290.0,2013,1,0
99,ME,HEROIN,21.0,0.16,2013,1,0
100,MD,HEROIN,20.0,0.52,2013,1,0
101,IL,HEROIN,75.0,77.0,2013,1,0
102,PA,HEROIN,29.0,2.1,2013,1,800
103,VA,HEROIN,27.0,78.0,2013,1,0
104,GA,HEROIN,58.0,60.0,2013,1,0
105,WA,HEROIN,0.0,0.21,2013,1,0
106,WV,HEROIN,42.0,0.39,2013,1,280
107,FL,HEROIN,48.0,14.0,2013,1,1500
108,CT,HEROIN,18.0,9.9,2013,1,700
109,OH,HEROIN,24.0,2.7,2013,1,360
110,IA,HEROIN,0.0,0.22,2013,1,0
111,TX,HEROIN,16.0,3300.0,2013,1,0
112,MT,HEROIN,0.0,0.12,2013,1,0
113,NY,HEROIN,28.0,120.0,2013,1,0
114,WV,HEROIN,47.0,0.45,2013,1,180
115,WV,HEROIN,36.0,0.38,2013,1,150
116,TX,HEROIN,26.0,12.0,2013,1,100
117,WV,HEROIN,42.0,1.6,2013,1,350
118,CA,HEROIN,5.0,6000.0,2013,1,0
119,CA,HEROIN,45.0,620.0,2013,1,0
120,NM,HEROIN,39.0,990.0,2013,1,0
121,NY,HEROIN,54.0,2.6,2013,1,400
122,FL,HEROIN,51.0,1.9,2013,1,360
125,TX,HEROIN,23.0,6.0,2013,1,50
126,NM,HEROIN,5.0,0.5,2013,1,0
128,CA,HEROIN,23.0,20.0,2013,1,1000
129,ME,HEROIN,37.0,3.0,2013,1,720
130,NV,HEROIN,45.0,770.0,2013,1,0
131,NC,HEROIN,50.0,4.7,2013,1,500
132,CT,HEROIN,30.0,9.8,2013,1,900
133,NM,HEROIN,0.0,0.001,2013,1,0
134,WV,HEROIN,37.0,0.4,2013,1,150
135,CA,HEROIN,0.0,800.0,2013,1,0
137,TX,HEROIN,91.0,990.0,2013,1,0
138,IL,HEROIN,57.0,350.0,2013,1,0
139,CA,HEROIN,22.0,510.0,2013,1,0
140,WV,HEROIN,18.0,0.25,2013,1,100
141,FL,HEROIN,55.0,0.67,2013,1,0
142,IL,HEROIN,65.0,10.0,2013,1,1200
143,WV,HEROIN,22.0,6.9,2013,1,100
144,TX,HEROIN,29.0,6.0,2013,1,50
145,NM,HEROIN,23.0,250.0,2013,1,0
146,WI,HEROIN,17.0,20.0,2013,1,0
147,FL,HEROIN,47.0,25.0,2013,1,0
148,NJ,HEROIN,73.0,62.0,2013,1,0
149,MD,HEROIN,83.0,4.3,2013,1,0
151,AZ,HEROIN,0.0,2000.0,2013,2,0
152,WV,HEROIN,11.0,0.32,2013,2,100
153,TX,HEROIN,91.0,5600.0,2013,2,0
154,CA,HEROIN,3.0,750.0,2013,2,0
155,NY,HEROIN,29.0,49.0,2013,2,4500
156,ME,HEROIN,19.0,7.0,2013,2,550
157,ME,HEROIN,19.0,9.0,2013,2,800
158,NY,HEROIN,0.0,55.0,2013,2,0
159,WV,HEROIN,44.0,0.25,2013,2,100
160,CT,HEROIN,26.0,9.8,2013,2,900
161,NY,HEROIN,47.0,5.1,2013,2,0
162,WV,HEROIN,28.0,490.0,2013,2,0
163,AL,HEROIN,0.0,48.0,2013,2,0
164,ME,HEROIN,17.0,9.8,2013,2,900
165,NY,HEROIN,32.0,20.0,2013,2,1300
166,NJ,HEROIN,0.0,0.001,2013,2,0
167,CA,HEROIN,9.0,2.8,2013,2,180
168,WV,HEROIN,60.0,0.35,2013,2,200
169,IL,HEROIN,24.0,300.0,2013,2,0
170,IL,HEROIN,64.0,99.0,2013,2,0
171,NJ,HEROIN,0.0,0.001,2013,2,0
172,OH,HEROIN,32.0,14.0,2013,2,1500
173,WV,HEROIN,15.0,0.45,2013,2,200
174,FL,HEROIN,0.0,0.001,2013,2,0
175,KS,HEROIN,17.0,10.0,2013,2,1000
176,AZ,HEROIN,0.0,23.0,2013,2,0
177,CO,HEROIN,32.0,160.0,2013,2,0
178,FL,HEROIN,0.0,0.039,2013,2,0
179,FL,HEROIN,0.0,0.001,2013,2,0
180,WI,HEROIN,0.0,0.022000000000000002,2013,2,0
181,UT,HEROIN,0.0,370.0,2013,2,0
182,TX,HEROIN,0.0,0.001,2013,2,0
183,TX,HEROIN,30.0,0.29,2013,2,0
184,FL,HEROIN,0.0,0.001,2013,2,0
186,FL,HEROIN,39.0,0.55,2013,2,200
187,TX,HEROIN,0.0,36.0,2013,2,0
188,MI,HEROIN,0.0,20.0,2013,2,0
189,CO,HEROIN,0.0,3.1,2013,2,0
190,FL,HEROIN,0.0,0.001,2013,2,0
191,WV,HEROIN,9.0,0.9,2013,2,100
192,NJ,HEROIN,0.0,0.001,2013,2,0
193,WV,HEROIN,20.0,1.5,2013,2,0
194,AZ,HEROIN,0.0,72.0,2013,2,0
195,MI,HEROIN,91.0,9.9,2013,2,0
196,WI,HEROIN,0.0,0.18,2013,2,0
197,UT,HEROIN,0.0,0.001,2013,2,0
198,WV,HEROIN,48.0,24.0,2013,2,0
199,TX,HEROIN,76.0,7900.0,2013,2,0
200,AZ,HEROIN,0.0,2000.0,2013,2,0
201,LA,HEROIN,0.0,27.0,2013,2,2800
202,WV,HEROIN,69.0,0.28,2013,2,200
203,AZ,HEROIN,0.0,1.0,2013,2,0
204,NJ,HEROIN,67.0,0.38,2013,2,0
205,CA,HEROIN,3.0,1000.0,2013,2,0
206,CO,HEROIN,0.0,0.001,2013,2,0
207,TX,HEROIN,0.0,1.3,2013,2,0
208,OH,HEROIN,24.0,12.0,2013,2,1200
210,WV,HEROIN,0.0,0.025,2013,2,80
211,FL,HEROIN,0.0,0.001,2013,2,0
212,MI,HEROIN,42.0,50.0,2013,2,4000
213,FL,HEROIN,0.0,0.001,2013,2,0
214,NJ,HEROIN,42.0,2.6,2013,2,0
215,OH,HEROIN,2.0,220.0,2013,2,0
216,MI,HEROIN,17.0,8.2,2013,2,0
217,WI,HEROIN,76.0,5.1,2013,2,650
218,WV,HEROIN,31.0,8.8,2013,2,2300
219,AZ,HEROIN,50.0,0.31,2013,2,0
220,AZ,HEROIN,0.0,2.9,2013,2,0
221,NY,HEROIN,0.0,280.0,2013,2,0
222,NY,HEROIN,0.0,460.0,2013,2,0
223,FL,HEROIN,0.0,0.001,2013,2,0
224,CA,HEROIN,57.0,1.5,2013,2,0
225,PA,HEROIN,60.0,6.6,2013,2,1500
226,VA,HEROIN,13.0,26.0,2013,2,0
227,KY,HEROIN,39.0,1.0,2013,2,0
228,OH,HEROIN,31.0,72.0,2013,2,0
229,PA,HEROIN,42.0,470.0,2013,2,0
230,IL,HEROIN,66.0,24.0,2013,2,0
232,NY,HEROIN,93.0,800.0,2013,2,0
233,CA,HEROIN,0.0,200.0,2013,2,1700
234,CA,HEROIN,0.0,72.0,2013,2,700
235,KS,HEROIN,0.0,2.0,2013,2,200
236,ME,HEROIN,0.0,0.12,2013,2,140
237,ME,HEROIN,0.0,0.29,2013,2,250
238,TX,HEROIN,0.0,3.0,2013,2,0
239,OH,HEROIN,25.0,7.2,2013,2,740
240,TX,HEROIN,12.0,5.8,2013,2,420
241,WV,HEROIN,28.0,9.0,2013,2,0
242,AL,HEROIN,0.0,8.4,2013,2,0
243,CO,HEROIN,42.0,150.0,2013,2,0
244,SC,HEROIN,0.0,29.0,2013,2,0
245,MI,HEROIN,30.0,0.19,2013,2,0
246,NY,HEROIN,0.0,190.0,2013,2,0
247,UT,HEROIN,0.0,22.0,2013,2,0
248,MT,HEROIN,0.0,0.048,2013,2,0
249,CO,HEROIN,0.0,4.7,2013,2,0
250,PA,HEROIN,40.0,100.0,2013,2,0
251,VA,HEROIN,35.0,0.49,2013,2,0
252,MO,HEROIN,25.0,70.0,2013,2,500
253,NJ,HEROIN,50.0,20.0,2013,2,3300
254,MI,HEROIN,66.0,12.0,2013,2,0
255,MA,HEROIN,13.0,4.7,2013,2,300
256,IL,HEROIN,67.0,9.7,2013,2,1200
257,CA,HEROIN,17.0,0.5,2013,2,30
258,TX,HEROIN,21.0,470.0,2013,2,0
259,TX,HEROIN,21.0,500.0,2013,2,0
260,NC,HEROIN,25.0,4.1,2013,2,500
261,PA,HEROIN,42.0,650.0,2013,2,0
262,WV,HEROIN,78.0,0.72,2013,2,0
263,CA,HEROIN,31.0,460.0,2013,2,0
264,PA,HEROIN,44.0,0.39,2013,2,0
265,TX,HEROIN,13.0,10.0,2013,2,100
267,MI,HEROIN,11.0,2.3,2013,2,0
268,NY,HEROIN,91.0,430.0,2013,2,0
269,NY,HEROIN,35.0,6000.0,2013,2,0
270,AZ,HEROIN,71.0,1500.0,2013,2,0
271,WA,HEROIN,3.0,0.97,2013,3,200
272,FL,HEROIN,11.0,0.45,2013,3,200
273,AK,HEROIN,36.0,110.0,2013,3,0
274,NY,HEROIN,28.0,1500.0,2013,3,0
275,PA,HEROIN,31.0,33.0,2013,3,2300
276,HI,HEROIN,0.0,0.1,2013,3,0
277,NY,HEROIN,29.0,19.0,2013,3,0
278,NY,HEROIN,24.0,0.36,2013,3,0
279,NJ,HEROIN,39.0,1.2,2013,3,0
280,NJ,HEROIN,39.0,0.41,2013,3,0
281,NV,HEROIN,0.0,6.6,2013,3,0
282,FL,HEROIN,0.0,0.12,2013,3,28
283,KS,HEROIN,23.0,50.0,2013,3,3900
284,NY,HEROIN,23.0,28.0,2013,3,1600
285,NJ,HEROIN,72.0,12.0,2013,3,0
286,FL,HEROIN,26.0,0.58,2013,3,500
287,VA,HEROIN,44.0,27.0,2013,3,0
288,OH,HEROIN,32.0,19.0,2013,3,0
289,NY,HEROIN,73.0,210.0,2013,3,0
290,NY,HEROIN,39.0,64.0,2013,3,0
291,NC,HEROIN,18.0,4.0,2013,3,500
292,NV,HEROIN,0.0,3.3,2013,3,0
293,MI,HEROIN,89.0,10.0,2013,3,850
294,NY,HEROIN,90.0,390.0,2013,3,0
295,WV,HEROIN,17.0,0.3,2013,3,100
296,WV,HEROIN,9.0,0.97,2013,3,0
297,RI,HEROIN,52.0,480.0,2013,3,0
298,MI,HEROIN,0.0,0.001,2013,3,0
299,NY,HEROIN,25.0,1.8,2013,3,0
300,PA,HEROIN,79.0,56.0,2013,3,3700
301,ME,HEROIN,0.0,0.13,2013,3,270
302,PA,HEROIN,21.0,25.0,2013,3,3500
303,CA,HEROIN,47.0,1700.0,2013,3,0
304,MD,HEROIN,33.0,1.0,2013,3,0
305,OH,HEROIN,47.0,28.0,2013,3,0
306,MI,HEROIN,0.0,0.07200000000000001,2013,3,0
307,OH,HEROIN,0.0,1.6,2013,3,650
308,AZ,HEROIN,0.0,4000.0,2013,3,0
309,CA,HEROIN,55.0,13.0,2013,3,500
310,IN,HEROIN,29.0,50.0,2013,3,0
311,WA,HEROIN,30.0,3.5,2013,3,250
312,WV,HEROIN,0.0,0.095,2013,3,120
313,NY,HEROIN,78.0,30.0,2013,3,0
314,FL,HEROIN,14.0,1.9,2013,3,720
315,OH,HEROIN,63.0,780.0,2013,3,0
316,MO,HEROIN,0.0,82.0,2013,3,0
317,MI,HEROIN,0.0,0.31,2013,3,0
318,NC,HEROIN,32.0,6.6,2013,3,0
319,MO,HEROIN,40.0,750.0,2013,3,0
320,OH,HEROIN,0.0,0.41,2013,3,160
321,PA,HEROIN,36.0,1.2,2013,3,500
322,WA,HEROIN,29.0,380.0,2013,3,0
323,NJ,HEROIN,72.0,23.0,2013,3,3600
324,NV,HEROIN,0.0,64.0,2013,3,0
325,WV,HEROIN,5.0,73.0,2013,3,0
326,OH,HEROIN,0.0,15.0,2013,3,0
327,CO,HEROIN,63.0,7.0,2013,3,440
328,NY,HEROIN,0.0,1.2,2013,3,0
329,TX,HEROIN,81.0,1000.0,2013,3,0
330,WA,HEROIN,4.0,250.0,2013,3,0
331,MI,HEROIN,0.0,0.001,2013,3,0
332,WA,HEROIN,27.0,2.5,2013,3,900
333,MI,HEROIN,80.0,97.0,2013,3,0
334,MI,HEROIN,74.0,97.0,2013,3,0
335,TX,HEROIN,90.0,8400.0,2013,3,0
336,MO,HEROIN,0.0,1.4,2013,3,0
337,MO,HEROIN,18.0,150.0,2013,3,1000
338,MO,HEROIN,0.0,11.0,2013,3,0
339,VA,HEROIN,21.0,15.0,2013,3,0
340,NM,HEROIN,70.0,970.0,2013,3,0
341,NC,HEROIN,29.0,50.0,2013,3,0
342,UT,HEROIN,0.0,10.0,2013,3,0
343,NJ,HEROIN,52.0,10.0,2013,3,2200
344,NV,HEROIN,0.0,13.0,2013,3,0
345,MI,HEROIN,0.0,0.29,2013,3,50
346,OH,HEROIN,30.0,12.0,2013,3,1100
347,NM,HEROIN,13.0,25.0,2013,3,1000
348,AK,HEROIN,0.0,8.9,2013,3,0
349,NY,HEROIN,72.0,80.0,2013,3,0
350,WA,HEROIN,2.0,0.42,2013,3,200
351,MI,HEROIN,0.0,4.4,2013,3,0
352,NY,HEROIN,0.0,2.7,2013,3,0
353,NY,HEROIN,91.0,410.0,2013,3,0
354,WA,HEROIN,0.0,0.016,2013,3,0
355,VA,HEROIN,20.0,9.9,2013,3,1000
356,NC,HEROIN,16.0,37.0,2013,3,0
358,VA,HEROIN,0.0,16.0,2013,3,0
359,OH,HEROIN,31.0,3.0,2013,3,620
360,OH,HEROIN,38.0,7900.0,2013,3,0
361,WA,HEROIN,41.0,48.0,2013,3,0
362,IA,HEROIN,0.0,0.3,2013,3,0
363,ME,HEROIN,21.0,10.0,2013,3,850
364,ME,HEROIN,16.0,9.4,2013,3,850
365,NY,HEROIN,21.0,38.0,2013,3,2500
366,WA,HEROIN,0.0,75.0,2013,3,0
367,NM,HEROIN,11.0,25.0,2013,3,800
368,MI,HEROIN,0.0,3.8,2013,3,0
369,NY,HEROIN,70.0,390.0,2013,3,0
370,NY,HEROIN,0.0,0.057999999999999996,2013,3,0
371,AZ,HEROIN,0.0,0.001,2013,3,0
372,NY,HEROIN,82.0,96.0,2013,3,0
373,TX,HEROIN,9.0,51.0,2013,3,2000
374,OH,HEROIN,25.0,70.0,2013,3,0
375,AZ,HEROIN,24.0,25.0,2013,3,1100
376,PA,HEROIN,11.0,36.0,2013,3,2800
377,MI,HEROIN,93.0,0.42,2013,3,0
378,NY,HEROIN,0.0,0.001,2013,3,0
379,MI,HEROIN,0.0,0.001,2013,3,0
380,NM,HEROIN,22.0,76.0,2013,3,0
381,CT,HEROIN,43.0,10.0,2013,3,700
382,AZ,HEROIN,37.0,0.26,2013,3,0
383,WA,HEROIN,0.0,370.0,2013,3,0
384,WA,HEROIN,31.0,3.5,2013,3,200
385,CA,HEROIN,58.0,23.0,2013,3,800
386,WV,HEROIN,26.0,5.8,2013,3,0
387,RI,HEROIN,68.0,2.0,2013,3,0
388,PR,HEROIN,14.0,0.33,2013,3,5
389,CA,HEROIN,5.0,200.0,2013,3,1700
390,WA,HEROIN,34.0,0.14,2013,3,100
391,WA,HEROIN,6.0,0.34,2013,3,200
392,TX,HEROIN,27.0,23.0,2013,3,1400
393,TX,HEROIN,16.0,18000.0,2013,3,0
394,PA,HEROIN,21.0,1.7,2013,3,0
395,MO,HEROIN,17.0,110.0,2013,3,0
396,MO,HEROIN,0.0,1.4,2013,3,0
397,WV,HEROIN,0.0,0.36,2013,3,0
398,VA,HEROIN,23.0,15.0,2013,3,0
399,WV,HEROIN,0.0,0.04,2013,3,0
400,IN,HEROIN,57.0,100.0,2013,3,0
401,WA,HEROIN,36.0,48.0,2013,3,0
402,ME,HEROIN,21.0,9.9,2013,3,850
403,TX,HEROIN,11.0,3.8,2013,3,200
404,PA,HEROIN,19.0,58.0,2013,3,6200
405,VA,HEROIN,63.0,28.0,2013,3,1400
406,NJ,HEROIN,81.0,9.3,2013,3,1600
407,NY,HEROIN,55.0,270.0,2013,3,0
408,WA,HEROIN,28.0,0.21,2013,3,200
409,TN,HEROIN,77.0,34.0,2013,3,0
410,WV,HEROIN,20.0,3.0,2013,3,0
411,NY,HEROIN,87.0,1300.0,2013,3,0
412,HI,HEROIN,71.0,120.0,2013,4,4800
413,MI,HEROIN,8.0,0.45,2013,4,0
414,WI,HEROIN,43.0,150.0,2013,4,0
415,VA,HEROIN,25.0,15.0,2013,4,0
416,MO,HEROIN,47.0,1.2,2013,4,320
417,MO,HEROIN,17.0,14.0,2013,4,150
418,OH,HEROIN,71.0,6.8,2013,4,0
419,GA,HEROIN,57.0,100.0,2013,4,0
420,CT,HEROIN,30.0,0.87,2013,4,180
421,WV,HEROIN,0.0,0.1,2013,4,120
422,MD,HEROIN,25.0,27.0,2013,4,0
423,GA,HEROIN,64.0,480.0,2013,4,0
424,MI,HEROIN,64.0,0.36,2013,4,50
425,FL,HEROIN,0.0,0.001,2013,4,0
426,LA,HEROIN,0.0,43.0,2013,4,4200
427,MI,HEROIN,12.0,4.8,2013,4,400
428,CA,HEROIN,50.0,0.67,2013,4,0
429,CO,HEROIN,0.0,3.7,2013,4,250
430,GA,HEROIN,0.0,29.0,2013,4,0
431,NY,HEROIN,16.0,15.0,2013,4,0
432,NY,HEROIN,12.0,290.0,2013,4,0
433,LA,HEROIN,30.0,15.0,2013,4,1400
434,WA,HEROIN,0.0,200.0,2013,4,0
435,NJ,HEROIN,16.0,37.0,2013,4,0
436,CT,HEROIN,30.0,0.88,2013,4,180
437,WV,HEROIN,0.0,210.0,2013,4,0
438,ME,HEROIN,18.0,26.0,2013,4,0
439,WV,HEROIN,0.0,0.2,2013,4,21
440,NC,HEROIN,23.0,24.0,2013,4,0
441,NY,HEROIN,0.0,35.0,2013,4,2300
442,SC,HEROIN,85.0,2000.0,2013,4,0
443,PA,HEROIN,88.0,3400.0,2013,4,0
444,ME,HEROIN,0.0,0.77,2013,4,0
445,WV,HEROIN,21.0,0.82,2013,4,0
446,TX,HEROIN,0.0,1.8,2013,4,220
447,WV,HEROIN,0.0,0.095,2013,4,0
448,PR,HEROIN,28.0,0.92,2013,4,100
449,CA,HEROIN,50.0,7.7,2013,4,440
450,NM,HEROIN,0.0,0.54,2013,4,0
451,NY,HEROIN,0.0,990.0,2013,4,0
452,PA,HEROIN,7.0,50.0,2013,4,5000
453,NJ,HEROIN,0.0,0.001,2013,4,0
454,CA,HEROIN,63.0,13.0,2013,4,0
455,NC,HEROIN,24.0,26.0,2013,4,0
456,NM,HEROIN,12.0,1.0,2013,4,100
457,GA,HEROIN,52.0,9.2,2013,4,0
458,OH,HEROIN,65.0,0.47,2013,4,0
459,IL,HEROIN,0.0,23000.0,2013,4,0
460,WA,HEROIN,0.0,370.0,2013,4,0
461,NJ,HEROIN,0.0,300.0,2013,4,0
462,MT,HEROIN,0.0,0.42,2013,4,0
463,WA,HEROIN,0.0,12.0,2013,4,0
464,TX,HEROIN,0.0,4.0,2013,4,0
465,IN,HEROIN,89.0,0.24,2013,4,0
466,MO,HEROIN,14.0,15.0,2013,4,140
467,CA,HEROIN,51.0,24.0,2013,4,900
468,MO,HEROIN,0.0,3.0,2013,4,0
469,WV,HEROIN,0.0,0.32,2013,4,39
470,LA,HEROIN,51.0,14.0,2013,4,0
471,ME,HEROIN,0.0,0.01,2013,4,0
472,WV,HEROIN,25.0,0.43,2013,4,160
473,WV,HEROIN,48.0,3.2,2013,4,0
474,CA,HEROIN,59.0,100.0,2013,4,3500
475,LA,HEROIN,46.0,14.0,2013,4,1400
476,IN,HEROIN,37.0,0.78,2013,4,0
477,NJ,HEROIN,17.0,58.0,2013,4,0
478,LA,HEROIN,57.0,120.0,2013,4,0
479,CT,HEROIN,49.0,0.7,2013,4,0
480,IL,HEROIN,82.0,970.0,2013,4,0
481,NM,HEROIN,0.0,1200.0,2013,4,0
482,AZ,HEROIN,0.0,960.0,2013,4,0
483,MO,HEROIN,0.0,2.0,2013,4,0
484,PA,HEROIN,0.0,0.2,2013,4,0
485,TX,HEROIN,0.0,0.79,2013,4,0
486,TX,HEROIN,0.0,0.56,2013,4,70
487,TN,HEROIN,71.0,3400.0,2013,4,0
488,FL,HEROIN,11.0,7.2,2013,4,1200
489,NY,HEROIN,0.0,35.0,2013,4,2300
490,NY,HEROIN,78.0,990.0,2013,4,0
491,ME,HEROIN,11.0,25.0,2013,4,0
492,MI,HEROIN,0.0,12.0,2013,4,0
493,NY,HEROIN,45.0,0.44,2013,4,0
494,TX,HEROIN,3.0,5500.0,2013,4,0
495,TX,HEROIN,0.0,0.92,2013,4,100
496,CA,HEROIN,33.0,26.0,2013,4,1000
497,MO,HEROIN,19.0,45.0,2013,4,300
498,FL,HEROIN,0.0,0.001,2013,4,0
499,WI,HEROIN,90.0,15.0,2013,4,1500
500,NY,HEROIN,27.0,12.0,2013,4,0
501,IL,HEROIN,86.0,6900.0,2013,4,0
502,MO,HEROIN,0.0,2500.0,2013,4,0
503,MT,HEROIN,0.0,54.0,2013,4,0
504,WV,HEROIN,0.0,11.0,2013,4,0
505,GA,HEROIN,64.0,500.0,2013,4,0
506,TN,HEROIN,0.0,280.0,2013,4,0
507,PR,HEROIN,25.0,1.1,2013,4,100
508,CT,HEROIN,25.0,9.9,2013,4,0
509,PA,HEROIN,31.0,10.0,2013,4,750
510,CA,HEROIN,0.0,6.2,2013,5,0
511,TX,HEROIN,3.0,0.84,2013,5,0
512,AZ,HEROIN,0.0,990.0,2013,5,0
513,KS,HEROIN,0.0,0.001,2013,5,0
514,KY,HEROIN,17.0,0.97,2013,5,200
515,CA,HEROIN,0.0,0.27,2013,5,0
516,CA,HEROIN,61.0,0.94,2013,5,0
517,CA,HEROIN,55.0,47.0,2013,5,1800
518,MI,HEROIN,18.0,0.65,2013,5,0
519,KS,HEROIN,0.0,3.6,2013,5,0
520,TX,HEROIN,0.0,0.7,2013,5,120
521,CA,HEROIN,0.0,4000.0,2013,5,0
522,LA,HEROIN,29.0,9.8,2013,5,1400
523,ME,HEROIN,14.0,3.8,2013,5,450
524,FL,HEROIN,9.0,26.0,2013,5,3800
525,TX,HEROIN,96.0,3000.0,2013,5,0
526,IN,HEROIN,22.0,4.4,2013,5,0
527,LA,HEROIN,0.0,54.0,2013,5,0
528,PA,HEROIN,0.0,2.6,2013,5,0
529,CA,HEROIN,0.0,2000.0,2013,5,0
530,CA,HEROIN,0.0,250.0,2013,5,2500
531,KS,HEROIN,0.0,0.001,2013,5,0
532,CA,HEROIN,0.0,75.0,2013,5,0
533,CA,HEROIN,0.0,2000.0,2013,5,0
534,WV,HEROIN,5.0,5.0,2013,5,200
535,MD,HEROIN,38.0,3.8,2013,5,0
536,PA,HEROIN,0.0,1.0,2013,5,0
537,CA,HEROIN,0.0,0.83,2013,5,0
538,MI,HEROIN,86.0,1000.0,2013,5,0
539,NY,HEROIN,0.0,15.0,2013,5,0
540,CT,HEROIN,0.0,0.37,2013,5,60
541,KS,HEROIN,59.0,23.0,2013,5,0
