,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
0,PA,HEROIN,66.0,2.2,2015,1,850
1,NY,HEROIN,5.0,30.0,2015,1,1800
2,PA,HEROIN,64.0,3.8,2015,1,1700
3,TN,HEROIN,0.0,48.0,2015,1,0
4,NY,HEROIN,0.0,260.0,2015,1,0
5,MI,HEROIN,0.0,14.0,2015,1,0
6,NY,HEROIN,15.0,20.0,2015,1,1200
7,CA,HEROIN,0.0,2800.0,2015,1,0
8,PA,HEROIN,69.0,20.0,2015,1,1500
9,MI,HEROIN,0.0,0.16,2015,1,0
10,MA,HEROIN,70.0,29.0,2015,1,3000
11,MO,HEROIN,0.0,8.8,2015,1,0
12,CT,HEROIN,59.0,14.0,2015,1,2300
13,NY,HEROIN,0.0,150.0,2015,1,0
14,MI,HEROIN,0.0,58.0,2015,1,0
15,MI,HEROIN,0.0,0.88,2015,1,0
16,MO,HEROIN,0.0,2.0,2015,1,0
17,OK,HEROIN,0.0,2000.0,2015,1,0
18,ID,HEROIN,0.0,2.0,2015,1,650
19,PA,HEROIN,44.0,9.9,2015,1,750
20,NM,HEROIN,88.0,1.9,2015,1,0
21,GA,HEROIN,3.0,120.0,2015,1,8500
22,PR,HEROIN,64.0,2.0,2015,1,0
23,AZ,HEROIN,0.0,1000.0,2015,1,0
24,MO,HEROIN,28.0,12.0,2015,1,1000
25,NM,HEROIN,0.0,4000.0,2015,1,0
26,TX,HEROIN,0.0,0.001,2015,1,0
27,MO,HEROIN,0.0,2.6,2015,1,0
28,NM,HEROIN,95.0,2.0,2015,1,0
29,AZ,HEROIN,50.0,2.0,2015,1,0
30,GA,HEROIN,0.0,1.9,2015,1,0
31,CA,HEROIN,57.0,1.9,2015,1,0
32,FL,HEROIN,18.0,6.6,2015,1,1400
33,DE,HEROIN,68.0,0.39,2015,1,100
34,MO,HEROIN,0.0,0.29,2015,1,0
35,TX,HEROIN,0.0,670.0,2015,1,0
36,TX,HEROIN,0.0,480.0,2015,1,0
37,DE,HEROIN,60.0,0.27,2015,1,100
38,TX,HEROIN,0.0,100.0,2015,1,0
39,TX,HEROIN,0.0,320.0,2015,1,0
40,PR,HEROIN,0.0,4300.0,2015,1,0
41,NM,HEROIN,0.0,200.0,2015,1,0
42,FL,HEROIN,0.0,0.12,2015,1,0
43,NM,HEROIN,0.0,2000.0,2015,1,0
44,VA,HEROIN,8.0,7.9,2015,2,1200
45,TX,HEROIN,89.0,2.0,2015,2,0
46,AZ,HEROIN,85.0,2.0,2015,2,0
47,AZ,HEROIN,0.0,2000.0,2015,2,0
48,WV,HEROIN,0.0,2.0,2015,2,0
49,NY,HEROIN,22.0,20.0,2015,2,1200
50,NY,HEROIN,0.0,300.0,2015,2,0
51,FL,HEROIN,38.0,0.45,2015,2,70
