,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
43,CA,COCAINE,22,3.5,2012,1,130
44,TX,COCAINE,82,2000.0,2012,1,0
45,CA,COCAINE,35,110.0,2012,1,3200
46,AR,COCAINE,81,51.0,2012,1,2400
47,TX,COCAINE,77,13.0,2012,1,400
48,CO,COCAINE,0,6.1,2012,1,0
49,CA,COCAINE,0,2000.0,2012,1,0
50,MA,COCAINE,7,1.6,2012,1,0
51,CA,COCAINE,38,880.0,2012,1,0
52,NJ,COCAINE,74,1000.0,2012,1,0
53,FL,COCAINE,0,0.001,2012,1,0
54,TX,COCAINE,0,0.001,2012,1,0
55,NY,COCAINE,95,990.0,2012,1,0
56,NV,COCAINE,38,28.0,2012,1,800
57,NB,COCAINE,26,84.0,2012,1,0
58,NY,COCAINE,73,7000.0,2012,1,0
59,TN,COCAINE,64,1.4,2012,1,0
61,MO,COCAINE,41,12.0,2012,1,600
62,TX,COCAINE,15,10.0,2012,1,0
64,MD,COCAINE,21,55.0,2012,1,1900
65,TX,COCAINE,0,0.08900000000000001,2012,1,0
66,IL,COCAINE,75,130.0,2012,1,5400
67,MO,COCAINE,65,6.1,2012,1,380
68,FL,COCAINE,26,35.0,2012,1,800
69,IA,COCAINE,57,1.2,2012,1,400
70,IA,COCAINE,82,1.1,2012,1,260
71,NY,COCAINE,66,1.8,2012,1,200
72,CO,COCAINE,0,0.17,2012,1,0
73,VT,COCAINE,61,4.4,2012,1,0
74,TX,COCAINE,15,0.91,2012,1,0
75,TX,COCAINE,0,0.001,2012,1,0
76,TX,COCAINE,19,260.0,2012,1,0
77,MD,COCAINE,25,28.0,2012,1,1200
78,FL,COCAINE,20,25.0,2012,1,1000
79,IN,COCAINE,47,24.0,2012,1,1300
80,CA,COCAINE,0,0.001,2012,1,0
81,LA,COCAINE,77,63.0,2012,1,2200
82,MD,COCAINE,0,0.001,2012,1,0
83,MS,COCAINE,88,7000.0,2012,1,0
84,TX,COCAINE,0,4.7,2012,1,300
85,MD,COCAINE,80,0.39,2012,1,40
86,WV,COCAINE,46,0.4,2012,1,0
87,FL,COCAINE,26,60.0,2012,1,2000
88,CO,COCAINE,33,130.0,2012,1,0
89,GA,COCAINE,82,6800.0,2012,1,0
90,TX,COCAINE,77,2.1,2012,1,200
91,TX,COCAINE,0,0.001,2012,1,0
92,IA,COCAINE,80,4.6,2012,1,600
93,WV,COCAINE,30,2.2,2012,1,0
94,MD,COCAINE,49,5.9,2012,1,320
95,OH,COCAINE,34,130.0,2012,1,5700
96,IL,COCAINE,54,23.0,2012,1,1100
97,CA,COCAINE,0,0.001,2012,1,0
98,HI,COCAINE,0,0.001,2012,1,0
99,RI,COCAINE,54,3.7,2012,1,180
100,CT,COCAINE,44,7.9,2012,1,0
101,TX,COCAINE,70,3.2,2012,1,200
102,FL,COCAINE,70,27.0,2012,1,1100
103,IA,COCAINE,62,1.9,2012,1,200
104,MA,COCAINE,80,6100.0,2012,1,0
105,MA,COCAINE,46,33.0,2012,1,1600
106,TX,COCAINE,0,0.001,2012,1,0
107,WY,COCAINE,18,6.8,2012,1,400
108,NY,COCAINE,63,20000.0,2012,1,0
109,MO,COCAINE,27,56.0,2012,1,1800
110,MA,COCAINE,40,14.0,2012,1,700
111,TX,COCAINE,29,0.18,2012,1,0
112,NY,COCAINE,73,7000.0,2012,1,0
113,TX,COCAINE,0,0.001,2012,1,0
114,OR,COCAINE,75,0.51,2012,1,0
115,MO,COCAINE,22,28.0,2012,1,1200
116,MD,COCAINE,26,6.8,2012,1,450
117,CO,COCAINE,0,48.0,2012,1,0
118,MI,COCAINE,56,5.9,2012,1,0
119,MD,COCAINE,59,0.64,2012,1,60
120,GA,COCAINE,37,51.0,2012,1,1500
121,FL,COCAINE,39,120.0,2012,1,0
122,CA,COCAINE,35,28.0,2012,1,600
123,VA,COCAINE,66,1.1,2012,1,80
124,VA,COCAINE,35,28.0,2012,1,0
125,NM,COCAINE,0,0.001,2012,1,0
126,MO,COCAINE,49,2.7,2012,1,0
127,TX,COCAINE,89,40000.0,2012,1,0
128,NY,COCAINE,0,0.001,2012,1,0
129,VA,COCAINE,0,0.001,2012,1,0
130,TX,COCAINE,17,0.37,2012,1,40
131,SC,COCAINE,10,1.1,2012,1,0
132,TX,COCAINE,72,28.0,2012,1,950
133,TX,COCAINE,0,0.3,2012,1,0
134,MS,COCAINE,76,5.9,2012,1,1000
135,TX,COCAINE,80,970.0,2012,1,0
136,AL,COCAINE,33,62.0,2012,1,1900
137,NY,COCAINE,55,200.0,2012,1,0
138,OH,COCAINE,38,1.0,2012,1,0
139,FL,COCAINE,50,60.0,2012,1,2500
140,NM,COCAINE,85,0.9,2012,1,0
141,AZ,COCAINE,0,97000.0,2012,1,0
142,NY,COCAINE,38,7.8,2012,1,800
143,ID,COCAINE,36,28.0,2012,1,800
144,AZ,COCAINE,0,5000.0,2012,1,0
145,PA,COCAINE,0,0.001,2012,1,0
146,CA,COCAINE,0,0.001,2012,1,0
147,WV,COCAINE,70,0.87,2012,1,100
148,TX,COCAINE,0,0.21,2012,1,20
149,AL,COCAINE,84,12000.0,2012,1,0
150,WV,COCAINE,41,6.9,2012,1,600
151,NY,COCAINE,50,4.7,2012,1,330
152,PA,COCAINE,84,0.89,2012,1,0
153,NY,COCAINE,34,28.0,2012,1,1300
154,WV,COCAINE,43,1.7,2012,1,230
155,WA,COCAINE,27,60.0,2012,1,2000
156,AR,COCAINE,45,26.0,2012,1,1400
157,NB,COCAINE,90,1000.0,2012,1,0
158,CA,COCAINE,0,0.001,2012,1,0
159,MD,COCAINE,29,5.4,2012,1,400
160,TX,COCAINE,86,12000.0,2012,1,0
161,TX,COCAINE,0,0.001,2012,1,0
162,TX,COCAINE,65,0.23,2012,1,50
163,MS,COCAINE,86,6500.0,2012,1,0
164,TX,COCAINE,23,0.34,2012,1,24
165,TX,COCAINE,80,1.1,2012,1,100
166,TX,COCAINE,76,0.3,2012,1,0
167,MA,COCAINE,69,240.0,2012,1,0
168,WY,COCAINE,72,0.52,2012,1,0
169,FL,COCAINE,86,0.001,2012,1,0
170,NY,COCAINE,74,11.0,2012,1,0
171,FL,COCAINE,43,69.0,2012,1,2200
172,CO,COCAINE,33,360.0,2012,1,0
173,MD,COCAINE,60,250.0,2012,1,0
174,MD,COCAINE,77,0.6,2012,1,60
175,TN,COCAINE,39,13.0,2012,1,550
176,NY,COCAINE,78,7000.0,2012,1,0
177,MD,COCAINE,21,13.0,2012,1,450
178,MD,COCAINE,61,0.42,2012,1,40
179,NY,COCAINE,83,31000.0,2012,1,0
180,TX,COCAINE,0,0.001,2012,1,0
181,TX,COCAINE,65,1.4,2012,1,100
182,CA,COCAINE,77,21.0,2012,1,1000
183,RI,COCAINE,27,6.5,2012,1,400
184,WA,COCAINE,91,21.0,2012,1,0
185,CA,COCAINE,0,0.001,2012,1,0
187,TN,COCAINE,60,56.0,2012,1,0
188,MD,COCAINE,0,55.0,2012,1,0
189,WV,COCAINE,29,0.64,2012,1,100
190,CA,COCAINE,57,52.0,2012,1,0
191,FL,COCAINE,34,72.0,2012,1,3600
192,MO,COCAINE,75,1900.0,2012,1,0
193,CO,COCAINE,32,7.2,2012,1,0
194,IN,COCAINE,62,2.0,2012,1,200
195,FL,COCAINE,89,28.0,2012,1,1100
196,PA,COCAINE,49,12.0,2012,1,600
197,KY,COCAINE,59,27.0,2012,1,1100
198,MD,COCAINE,0,0.001,2012,1,0
199,TX,COCAINE,70,5300.0,2012,1,0
200,IN,COCAINE,41,5.6,2012,1,540
201,FL,COCAINE,65,29.0,2012,1,0
202,MS,COCAINE,78,0.9,2012,1,500
203,PA,COCAINE,53,13.0,2012,1,650
204,CA,COCAINE,17,57.0,2012,1,1400
205,FL,COCAINE,25,13.0,2012,1,400
206,KY,COCAINE,59,48.0,2012,1,0
207,NY,COCAINE,68,20000.0,2012,1,0
208,FL,COCAINE,41,56.0,2012,1,2300
209,MD,COCAINE,0,0.001,2012,1,0
210,AL,COCAINE,43,2.2,2012,1,130
211,TN,COCAINE,7,28.0,2012,1,900
212,FL,COCAINE,63,28.0,2012,1,1100
213,CT,COCAINE,49,3.4,2012,1,0
214,MI,COCAINE,51,56.0,2012,1,2000
215,NY,COCAINE,74,62.0,2012,1,0
216,TX,COCAINE,0,0.2,2012,1,40
217,IL,COCAINE,26,7.7,2012,1,0
218,MA,COCAINE,72,23000.0,2012,1,0
219,GA,COCAINE,79,5.5,2012,1,300
220,NY,COCAINE,84,1000.0,2012,1,0
221,NY,COCAINE,86,2.6,2012,1,0
222,NM,COCAINE,75,490.0,2012,1,0
223,NY,COCAINE,16,0.41,2012,1,0
224,CA,COCAINE,752,750.0,2012,1,0
225,GA,COCAINE,21,0.77,2012,1,0
226,CA,COCAINE,86,10.0,2012,1,0
227,TX,COCAINE,38,3.6,2012,1,500
228,CO,COCAINE,0,5.8,2012,1,0
229,VT,COCAINE,50,340.0,2012,1,0
230,PA,COCAINE,86,2000.0,2012,1,0
231,MS,COCAINE,61,56.0,2012,1,2200
232,FL,COCAINE,70,14.0,2012,1,0
233,SC,COCAINE,73,960.0,2012,1,0
234,SC,COCAINE,0,0.001,2012,1,0
235,NY,COCAINE,21,110.0,2012,1,0
236,FL,COCAINE,29,1.9,2012,1,130
237,NC,COCAINE,41,14.0,2012,1,550
238,CA,COCAINE,52,13.0,2012,1,0
240,MD,COCAINE,0,0.001,2012,1,0
241,CA,COCAINE,0,2.7,2012,1,0
242,RI,COCAINE,31,6.5,2012,1,300
243,PA,COCAINE,87,12.0,2012,1,660
244,FL,COCAINE,67,3300.0,2012,1,0
245,CT,COCAINE,0,0.001,2012,1,0
246,AZ,COCAINE,0,51.0,2012,1,0
247,IL,COCAINE,79,20.0,2012,1,0
248,AZ,COCAINE,0,0.06,2012,1,0
249,KY,COCAINE,88,56.0,2012,1,2000
250,MO,COCAINE,40,18.0,2012,1,630
251,MD,COCAINE,60,95.0,2012,1,0
252,TX,COCAINE,53,4.3,2012,1,0
253,AL,COCAINE,83,2000.0,2012,1,0
254,TX,COCAINE,63,0.3,2012,1,40
255,FL,COCAINE,0,0.001,2012,1,0
256,NY,COCAINE,47,40.0,2012,1,0
257,TX,COCAINE,75,3.2,2012,1,200
258,NY,COCAINE,78,10.0,2012,1,700
259,MO,COCAINE,58,3400.0,2012,1,0
260,AR,COCAINE,25,3.3,2012,1,550
261,IA,COCAINE,80,4.4,2012,1,800
262,FL,COCAINE,44,41.0,2012,1,1800
263,VT,COCAINE,44,6.3,2012,1,0
264,CA,COCAINE,32,110.0,2012,1,3200
265,NC,COCAINE,24,170.0,2012,1,0
266,FL,COCAINE,31,110.0,2012,1,4200
267,FL,COCAINE,44,27.0,2012,1,1200
268,CT,COCAINE,11,460.0,2012,1,0
269,MA,COCAINE,22,0.8,2012,1,0
270,NJ,COCAINE,78,1.0,2012,1,0
271,CO,COCAINE,0,6.9,2012,1,0
272,CO,COCAINE,32,0.82,2012,1,0
273,FL,COCAINE,91,0.001,2012,1,0
274,MA,COCAINE,40,14.0,2012,1,700
275,TX,COCAINE,82,9000.0,2012,1,0
276,NM,COCAINE,57,420.0,2012,1,0
277,NY,COCAINE,84,9900.0,2012,1,0
278,TX,COCAINE,18,280.0,2012,1,0
279,TX,COCAINE,58,2.0,2012,1,100
280,MD,COCAINE,34,7.8,2012,1,450
281,TX,COCAINE,16,27.0,2012,1,0
282,HI,COCAINE,0,2000.0,2012,1,0
283,FL,COCAINE,47,55.0,2012,1,1100
284,MD,COCAINE,17,110.0,2012,1,4000
285,FL,COCAINE,72,320.0,2012,1,0
286,TX,COCAINE,21,0.61,2012,1,50
287,FL,COCAINE,61,1.4,2012,1,550
288,NM,COCAINE,0,3.3,2012,1,0
289,CT,COCAINE,42,2.5,2012,1,0
290,FL,COCAINE,48,6.6,2012,1,0
291,GA,COCAINE,83,960.0,2012,1,0
292,MD,COCAINE,0,0.001,2012,1,0
293,AZ,COCAINE,0,17000.0,2012,1,0
294,PA,COCAINE,0,0.001,2012,1,0
295,NY,COCAINE,50,52.0,2012,1,0
296,CA,COCAINE,0,0.001,2012,1,0
297,CA,COCAINE,0,0.001,2012,1,0
298,FL,COCAINE,49,47.0,2012,1,0
299,MD,COCAINE,0,0.032,2012,1,0
300,MT,COCAINE,85,24.0,2012,1,0
301,VT,COCAINE,69,140.0,2012,1,0
302,PA,COCAINE,82,14.0,2012,1,560
303,AL,COCAINE,66,0.28,2012,1,100
304,TX,COCAINE,80,1.1,2012,1,90
305,CT,COCAINE,58,1.5,2012,1,140
306,FL,COCAINE,56,0.62,2012,1,100
307,TX,COCAINE,23,910.0,2012,1,0
309,AZ,COCAINE,0,0.07400000000000001,2012,1,0
310,CA,COCAINE,0,25000.0,2012,1,0
311,MD,COCAINE,29,3.5,2012,1,320
312,NY,COCAINE,14,38.0,2012,1,1800
313,WV,COCAINE,31,1.4,2012,1,260
314,OH,COCAINE,41,19.0,2012,1,0
315,ID,COCAINE,81,28.0,2012,1,1700
316,CA,COCAINE,0,0.001,2012,1,0
317,TX,COCAINE,0,0.001,2012,1,0
318,GA,COCAINE,38,54.0,2012,1,2000
319,TX,COCAINE,76,0.38,2012,1,20
320,NM,COCAINE,0,0.067,2012,1,0
321,TX,COCAINE,63,60000.0,2012,1,0
322,PA,COCAINE,54,120.0,2012,1,4200
323,MO,COCAINE,27,14.0,2012,1,480
324,FL,COCAINE,48,84.0,2012,1,0
325,SC,COCAINE,66,2.1,2012,1,0
326,TX,COCAINE,10,0.57,2012,1,50
327,TX,COCAINE,70,0.58,2012,1,0
328,CA,COCAINE,30,1.8,2012,1,0
329,CA,COCAINE,0,2000.0,2012,1,0
330,TN,COCAINE,24,11.0,2012,1,0
331,WI,COCAINE,56,3.3,2012,1,170
332,CA,COCAINE,0,21000.0,2012,1,0
333,MA,COCAINE,65,4.8,2012,1,400
334,OH,COCAINE,62,27.0,2012,1,1300
335,FL,COCAINE,58,82.0,2012,1,3600
336,NY,COCAINE,84,0.18,2012,1,0
337,CT,COCAINE,64,1.0,2012,1,100
338,MO,COCAINE,24,28.0,2012,1,1200
339,TN,COCAINE,41,11.0,2012,1,700
340,UT,COCAINE,35,1.9,2012,1,0
341,RI,COCAINE,33,29.0,2012,1,1700
342,TX,COCAINE,63,1.0,2012,1,70
343,NY,COCAINE,77,2000.0,2012,1,0
344,TX,COCAINE,12,140.0,2012,1,3400
345,VA,COCAINE,83,850.0,2012,1,0
346,MO,COCAINE,57,1.7,2012,1,250
347,IA,COCAINE,78,4.3,2012,1,500
348,LA,COCAINE,76,190.0,2012,1,0
349,MI,COCAINE,0,0.19,2012,1,0
350,CA,COCAINE,0,0.09699999999999999,2012,1,0
351,IL,COCAINE,26,13.0,2012,1,400
352,MI,COCAINE,0,0.001,2012,1,0
354,PA,COCAINE,79,100.0,2012,1,0
355,TX,COCAINE,0,0.12,2012,1,0
356,MI,COCAINE,0,0.001,2012,1,0
357,CA,COCAINE,67,56.0,2012,1,2200
358,MO,COCAINE,38,25.0,2012,1,1200
359,CA,COCAINE,23,3.5,2012,1,130
360,NY,COCAINE,76,7000.0,2012,1,0
361,CA,COCAINE,0,0.001,2012,1,0
362,TX,COCAINE,14,18000.0,2012,1,0
363,CA,COCAINE,0,0.001,2012,1,0
364,TX,COCAINE,37,51.0,2012,2,0
365,OH,COCAINE,31,5.4,2012,2,300
366,FL,COCAINE,56,55.0,2012,2,2100
367,MI,COCAINE,48,12.0,2012,2,650
368,VA,COCAINE,64,83.0,2012,2,0
370,PA,COCAINE,54,13.0,2012,2,0
371,IL,COCAINE,62,0.37,2012,2,0
372,FL,COCAINE,63,1000.0,2012,2,0
373,TX,COCAINE,35,180.0,2012,2,0
375,AR,COCAINE,24,3.2,2012,2,550
376,TN,COCAINE,66,5000.0,2012,2,0
377,WY,COCAINE,18,54.0,2012,2,0
378,PA,COCAINE,41,14.0,2012,2,550
379,AL,COCAINE,43,55.0,2012,2,1800
380,CA,COCAINE,0,2.3,2012,2,0
381,NY,COCAINE,40,1.2,2012,2,390
382,NV,COCAINE,69,28.0,2012,2,850
383,FL,COCAINE,8,55.0,2012,2,0
384,WA,COCAINE,51,45.0,2012,2,0
385,GA,COCAINE,38,41.0,2012,2,1500
386,VA,COCAINE,80,66.0,2012,2,0
387,OH,COCAINE,20,27.0,2012,2,1200
388,PA,COCAINE,53,52.0,2012,2,2100
389,MD,COCAINE,27,2.0,2012,2,140
390,NJ,COCAINE,62,36.0,2012,2,2500
391,FL,COCAINE,55,2000.0,2012,2,0
392,NY,COCAINE,56,53.0,2012,2,0
393,GA,COCAINE,33,13.0,2012,2,350
394,FL,COCAINE,85,0.73,2012,2,0
395,FL,COCAINE,16,110.0,2012,2,2000
396,CA,COCAINE,26,110.0,2012,2,2400
397,CA,COCAINE,0,30000.0,2012,2,0
398,VA,COCAINE,29,52.0,2012,2,2200
399,TX,COCAINE,0,0.027999999999999997,2012,2,0
400,MA,COCAINE,81,120.0,2012,2,5300
401,CO,COCAINE,42,0.59,2012,2,0
402,TX,COCAINE,90,110.0,2012,2,0
403,TN,COCAINE,90,2000.0,2012,2,0
404,MD,COCAINE,28,27.0,2012,2,1400
406,MS,COCAINE,75,11.0,2012,2,900
407,NY,COCAINE,91,1000.0,2012,2,0
408,OH,COCAINE,0,0.003,2012,2,0
409,TX,COCAINE,65,3.7,2012,2,0
410,GA,COCAINE,62,1.3,2012,2,0
411,FL,COCAINE,0,0.001,2012,2,0
412,OR,COCAINE,8,1.1,2012,2,0
414,VA,COCAINE,0,0.001,2012,2,0
415,FL,COCAINE,68,110.0,2012,2,0
417,VA,COCAINE,72,43.0,2012,2,0
419,MO,COCAINE,72,14.0,2012,2,680
420,FL,COCAINE,0,0.001,2012,2,0
421,WV,COCAINE,66,0.095,2012,2,49
423,IL,COCAINE,47,140.0,2012,2,0
425,FL,COCAINE,64,56.0,2012,2,2500
426,NM,COCAINE,68,5000.0,2012,2,0
427,MA,COCAINE,30,27.0,2012,2,850
428,FL,COCAINE,35,7.1,2012,2,180
429,MS,COCAINE,87,4900.0,2012,2,0
430,AL,COCAINE,31,1.2,2012,2,0
431,NY,COCAINE,75,11000.0,2012,2,0
432,PA,COCAINE,70,110.0,2012,2,0
433,TX,COCAINE,74,28.0,2012,2,800
434,IL,COCAINE,42,240.0,2012,2,0
435,MO,COCAINE,55,14.0,2012,2,600
436,TX,COCAINE,89,1.4,2012,2,0
437,TX,COCAINE,0,0.001,2012,2,0
438,FL,COCAINE,24,160.0,2012,2,0
439,MD,COCAINE,30,24.0,2012,2,0
440,CT,COCAINE,71,43.0,2012,2,0
441,VA,COCAINE,37,25.0,2012,2,0
442,GA,COCAINE,71,2.4,2012,2,0
443,TX,COCAINE,48,54.0,2012,2,0
444,AL,COCAINE,55,85.0,2012,2,0
445,NY,COCAINE,67,27.0,2012,2,0
446,GA,COCAINE,77,0.5,2012,2,0
447,IL,COCAINE,91,2000.0,2012,2,0
448,MA,COCAINE,34,34.0,2012,2,1500
449,CA,COCAINE,0,40000.0,2012,2,0
450,LA,COCAINE,62,41.0,2012,2,1500
451,FL,COCAINE,33,14.0,2012,2,550
452,FL,COCAINE,56,12.0,2012,2,0
453,CO,COCAINE,79,120.0,2012,2,3800
454,IL,COCAINE,70,3.4,2012,2,0
455,FL,COCAINE,82,14.0,2012,2,700
456,AL,COCAINE,0,0.001,2012,2,0
457,TX,COCAINE,60,0.61,2012,2,0
458,FL,COCAINE,72,28.0,2012,2,1300
459,TX,COCAINE,88,9900.0,2012,2,0
460,DE,COCAINE,83,2.6,2012,2,0
461,AZ,COCAINE,0,19000.0,2012,2,0
462,AZ,COCAINE,0,16.0,2012,2,0
463,MD,COCAINE,0,0.001,2012,2,0
464,UT,COCAINE,0,0.3,2012,2,0
465,TX,COCAINE,0,7.6,2012,2,0
466,FL,COCAINE,74,0.44,2012,2,0
467,NV,COCAINE,71,43.0,2012,2,1400
468,MD,COCAINE,0,0.001,2012,2,0
469,PA,COCAINE,73,100.0,2012,2,0
472,FL,COCAINE,80,28.0,2012,2,0
473,NY,COCAINE,76,11000.0,2012,2,0
474,GA,COCAINE,63,48.0,2012,2,2200
475,MO,COCAINE,53,13.0,2012,2,650
476,FL,COCAINE,7,1.9,2012,2,15
477,TX,COCAINE,88,1500.0,2012,2,0
478,IL,COCAINE,84,250.0,2012,2,9000
479,FL,COCAINE,38,6.6,2012,2,0
480,FL,COCAINE,34,21.0,2012,2,800
481,AL,COCAINE,0,0.001,2012,2,0
482,MD,COCAINE,64,84.0,2012,2,0
484,CA,COCAINE,0,25.0,2012,2,0
485,NY,COCAINE,84,110.0,2012,2,2600
486,AL,COCAINE,39,19.0,2012,2,900
487,FL,COCAINE,47,83.0,2012,2,3500
488,TX,COCAINE,27,1.2,2012,2,120
489,FL,COCAINE,72,56.0,2012,2,0
491,NY,COCAINE,17,27.0,2012,2,1200
492,MD,COCAINE,32,4.7,2012,2,300
493,CO,COCAINE,54,56.0,2012,2,1800
494,TX,COCAINE,63,1800.0,2012,2,0
495,AZ,COCAINE,0,11000.0,2012,2,0
496,NY,COCAINE,68,5.5,2012,2,0
497,MD,COCAINE,16,28.0,2012,2,1200
499,GA,COCAINE,23,110.0,2012,2,4000
500,NC,COCAINE,30,28.0,2012,2,850
502,IL,COCAINE,90,970.0,2012,2,35000
503,MI,COCAINE,70,57.0,2012,2,2000
504,OH,COCAINE,28,4.5,2012,2,300
505,OK,COCAINE,37,56.0,2012,2,1400
506,MD,COCAINE,76,27.0,2012,2,0
509,FL,COCAINE,13,280.0,2012,2,5000
510,AR,COCAINE,55,5.5,2012,2,0
511,TX,COCAINE,75,16.0,2012,2,0
512,MD,COCAINE,28,2.6,2012,2,0
513,CA,COCAINE,22,56.0,2012,2,1100
514,SC,COCAINE,0,0.001,2012,2,0
515,TX,COCAINE,80,8000.0,2012,2,0
516,KS,COCAINE,80,3000.0,2012,2,0
517,OH,COCAINE,0,0.22,2012,2,0
518,MI,COCAINE,0,0.059000000000000004,2012,2,0
519,MD,COCAINE,0,0.001,2012,2,0
520,MD,COCAINE,76,8.3,2012,2,0
521,OH,COCAINE,45,1.5,2012,2,100
522,FL,COCAINE,0,0.001,2012,2,0
523,NJ,COCAINE,58,30.0,2012,2,2500
524,AR,COCAINE,76,63.0,2012,2,0
525,GA,COCAINE,44,28.0,2012,2,1000
526,MD,COCAINE,30,7.9,2012,2,450
527,AL,COCAINE,50,4.3,2012,2,0
528,MD,COCAINE,0,0.001,2012,2,0
529,CA,COCAINE,0,1.1,2012,2,0
530,PA,COCAINE,48,260.0,2012,2,0
531,IL,COCAINE,33,500.0,2012,2,0
532,TX,COCAINE,85,3.6,2012,2,0
533,NY,COCAINE,66,310.0,2012,2,0
534,CA,COCAINE,21,110.0,2012,2,2300
535,NY,COCAINE,75,7.7,2012,2,520
536,MS,COCAINE,46,54.0,2012,2,2000
538,PA,COCAINE,51,20.0,2012,2,0
539,NY,COCAINE,78,1.1,2012,2,0
540,NC,COCAINE,5,120.0,2012,2,3800
541,LA,COCAINE,89,0.34,2012,2,20
542,IL,COCAINE,0,110.0,2012,2,0
543,IA,COCAINE,48,6.9,2012,2,1000
545,PA,COCAINE,95,2.7,2012,2,280
546,KY,COCAINE,25,28.0,2012,2,1100
547,CA,COCAINE,0,21000.0,2012,2,0
549,AL,COCAINE,53,0.71,2012,2,200
550,NJ,COCAINE,68,2.1,2012,2,250
551,FL,COCAINE,44,170.0,2012,2,0
552,MI,COCAINE,56,2.6,2012,2,200
553,RI,COCAINE,28,6.9,2012,2,300
554,VA,COCAINE,37,8.5,2012,2,0
556,FL,COCAINE,61,51.0,2012,2,2400
557,NY,COCAINE,69,69.0,2012,2,4800
558,VA,COCAINE,38,23.0,2012,2,0
559,AR,COCAINE,47,82.0,2012,2,0
560,IN,COCAINE,65,54.0,2012,2,0
561,FL,COCAINE,55,740.0,2012,2,0
562,CT,COCAINE,70,1.4,2012,2,140
563,KY,COCAINE,89,56.0,2012,2,0
564,MD,COCAINE,33,0.54,2012,2,0
565,OH,COCAINE,0,0.001,2012,2,0
566,MD,COCAINE,0,93.0,2012,2,0
567,FL,COCAINE,12,6.6,2012,2,300
568,TX,COCAINE,35,1100.0,2012,2,0
569,MO,COCAINE,60,6.1,2012,2,0
570,NY,COCAINE,61,2.4,2012,2,180
571,PA,COCAINE,76,250.0,2012,2,0
572,TN,COCAINE,89,990.0,2012,2,0
573,NY,COCAINE,53,54.0,2012,2,2400
574,TN,COCAINE,20,56.0,2012,2,2400
575,WY,COCAINE,19,27.0,2012,2,0
576,MD,COCAINE,17,28.0,2012,2,950
577,CA,COCAINE,0,12000.0,2012,2,0
578,CO,COCAINE,89,1000.0,2012,2,0
579,CO,COCAINE,86,28.0,2012,2,900
580,NY,COCAINE,49,53.0,2012,2,0
581,CA,COCAINE,0,0.21,2012,2,0
582,FL,COCAINE,70,28.0,2012,2,0
583,UT,COCAINE,84,1.0,2012,2,0
584,ID,COCAINE,37,28.0,2012,2,800
585,WV,COCAINE,0,0.068,2012,2,40
586,PA,COCAINE,74,26.0,2012,2,0
587,PA,COCAINE,71,25.0,2012,2,0
588,MO,COCAINE,52,35.0,2012,2,0
589,GA,COCAINE,54,32.0,2012,2,2000
590,MA,COCAINE,93,1.1,2012,2,0
591,TX,COCAINE,44,9.7,2012,2,0
592,MS,COCAINE,49,12.0,2012,2,800
593,TN,COCAINE,46,64.0,2012,2,0
594,NY,COCAINE,81,1.1,2012,2,200
595,NC,COCAINE,70,7900.0,2012,2,0
596,VA,COCAINE,26,0.54,2012,2,0
