,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
418,FL,COCAINE,74.0,540000.0,2013,2,0.0
419,FL,COCAINE,0.0,0.001,2013,2,0.0
421,WV,COCAINE,56.0,1.0,2013,2,200.0
422,WV,COCAINE,70.0,0.51,2013,2,200.0
423,TX,COCAINE,75.0,980.0,2013,2,0.0
424,WI,COCAINE,24.0,330.0,2013,2,0.0
425,OR,COCAINE,85.0,71.0,2013,2,0.0
426,TX,COCAINE,69.0,21000.0,2013,2,0.0
427,WI,COCAINE,85.0,7.0,2013,2,0.0
428,CA,COCAINE,0.0,13.0,2013,2,550.0
429,NY,COCAINE,32.0,5.5,2013,2,0.0
430,MD,COCAINE,18.0,6.4,2013,2,0.0
431,TX,COCAINE,81.0,26.0,2013,2,1100.0
432,NY,COCAINE,77.0,6000.0,2013,2,0.0
433,NY,COCAINE,0.0,2600.0,2013,2,0.0
434,FL,COCAINE,0.0,2.1,2013,2,200.0
435,MS,COCAINE,71.0,8000.0,2013,2,0.0
436,VA,COCAINE,4.0,80.0,2013,2,0.0
437,FL,COCAINE,59.0,6.4,2013,2,300.0
438,CA,COCAINE,68.0,3.3,2013,2,200.0
439,GA,COCAINE,0.0,54.0,2013,2,1700.0
440,NY,COCAINE,42.0,3.4,2013,2,300.0
441,IL,COCAINE,30.0,28.0,2013,2,1200.0
442,NY,COCAINE,55.0,26.0,2013,2,1400.0
443,TX,COCAINE,0.0,0.001,2013,2,0.0
444,TX,COCAINE,82.0,200.0,2013,2,0.0
445,TX,COCAINE,72.0,60.0,2013,2,0.0
446,FL,COCAINE,0.0,0.001,2013,2,0.0
447,IL,COCAINE,0.0,990.0,2013,2,0.0
448,OH,COCAINE,0.0,2.1,2013,2,0.0
449,OH,COCAINE,0.0,21.0,2013,2,0.0
450,CO,COCAINE,0.0,9.1,2013,2,0.0
451,NC,COCAINE,32.0,13.0,2013,2,500.0
452,NC,COCAINE,28.0,14.0,2013,2,500.0
453,MD,COCAINE,2.0,29.0,2013,2,1100.0
454,ID,COCAINE,84.0,1.1,2013,2,0.0
455,TX,COCAINE,38.0,140.0,2013,2,3800.0
456,WV,COCAINE,77.0,0.47,2013,2,200.0
457,FL,COCAINE,80.0,750.0,2013,2,0.0
458,FL,COCAINE,59.0,1100.0,2013,2,0.0
459,MA,COCAINE,80.0,1000.0,2013,2,0.0
460,FL,COCAINE,58.0,240.0,2013,2,0.0
461,MO,COCAINE,0.0,0.001,2013,2,0.0
462,NC,COCAINE,38.0,6.5,2013,2,300.0
463,FL,COCAINE,0.0,350.0,2013,2,0.0
464,IL,COCAINE,0.0,2.3,2013,2,0.0
466,AL,COCAINE,0.0,12.0,2013,2,0.0
468,IL,COCAINE,0.0,18.0,2013,2,0.0
470,FL,COCAINE,0.0,3000.0,2013,2,0.0
471,TX,COCAINE,0.0,0.001,2013,2,0.0
473,FL,COCAINE,37.0,2.0,2013,2,0.0
474,TX,COCAINE,14.0,11.0,2013,2,0.0
475,LA,COCAINE,76.0,53.0,2013,2,2800.0
476,NY,COCAINE,35.0,13.0,2013,2,0.0
477,WV,COCAINE,43.0,1.1,2013,2,200.0
478,TX,COCAINE,0.0,0.001,2013,2,0.0
479,WV,COCAINE,81.0,0.38,2013,2,48.0
480,VA,COCAINE,61.0,13.0,2013,2,650.0
481,NY,COCAINE,41.0,35.0,2013,2,0.0
482,FL,COCAINE,0.0,0.001,2013,2,0.0
483,FL,COCAINE,0.0,0.001,2013,2,0.0
484,MD,COCAINE,9.0,5.4,2013,2,320.0
485,MN,COCAINE,29.0,13.0,2013,2,700.0
486,NC,COCAINE,16.0,28.0,2013,2,1300.0
488,TX,COCAINE,82.0,28.0,2013,2,1100.0
489,IL,COCAINE,0.0,7.4,2013,2,0.0
490,FL,COCAINE,3.0,210.0,2013,2,0.0
491,LA,COCAINE,29.0,4.3,2013,2,400.0
492,LA,COCAINE,0.0,0.2,2013,2,0.0
493,GA,COCAINE,5.0,44.0,2013,2,1800.0
494,FL,COCAINE,75.0,16.0,2013,2,0.0
495,CA,COCAINE,0.0,0.08,2013,2,0.0
496,CA,COCAINE,11.0,27.0,2013,2,500.0
498,FL,COCAINE,39.0,0.65,2013,2,0.0
499,FL,COCAINE,0.0,0.001,2013,2,0.0
500,GA,COCAINE,45.0,33.0,2013,2,0.0
502,WV,COCAINE,73.0,1.1,2013,2,230.0
504,MA,COCAINE,74.0,4.2,2013,2,0.0
505,TX,COCAINE,12.0,17.0,2013,2,0.0
507,IL,COCAINE,37.0,27.0,2013,2,1100.0
508,FL,COCAINE,77.0,3500.0,2013,2,0.0
509,MO,COCAINE,0.0,0.001,2013,2,0.0
510,NY,COCAINE,33.0,98.0,2013,2,0.0
511,GA,COCAINE,67.0,980.0,2013,2,0.0
512,FL,COCAINE,65.0,28.0,2013,2,0.0
513,IL,COCAINE,43.0,4.7,2013,2,300.0
514,FL,COCAINE,61.0,56.0,2013,2,2400.0
515,TX,COCAINE,60.0,19.0,2013,2,2000.0
516,WV,COCAINE,66.0,0.87,2013,2,150.0
517,WI,COCAINE,53.0,14.0,2013,2,0.0
518,AK,COCAINE,55.0,4.5,2013,2,0.0
519,TX,COCAINE,77.0,50000.0,2013,2,0.0
520,IL,COCAINE,0.0,2.6,2013,2,0.0
